Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1185732,12-17-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,35.00,400.00,140000.00,49000.00,0.35,In-store
West Gear,1185732,12-17-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,35.00,350.00,122500.00,49000.00,0.40,In-store
West Gear,1185732,12-17-2021,Midwest,Missouri,St. Louis,Men's Apparel,45.00,350.00,157500.00,55125.00,0.35,In-store
West Gear,1185732,12-17-2021,Midwest,Missouri,St. Louis,Women's Apparel,50.00,450.00,225000.00,112500.00,0.50,In-store
West Gear,1185732,11-1-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25.00,675.00,168750.00,67500.00,0.40,In-store
West Gear,1185732,11-1-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.00,475.00,118750.00,41563.00,0.35,In-store
West Gear,1185732,11-1-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,15.00,475.00,71250.00,24938.00,0.35,In-store
West Gear,1185732,11-1-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,20.00,325.00,65000.00,26000.00,0.40,In-store
West Gear,1185732,11-1-2021,Midwest,Missouri,St. Louis,Men's Apparel,35.00,375.00,131250.00,45938.00,0.35,In-store
West Gear,1185732,11-1-2021,Midwest,Missouri,St. Louis,Women's Apparel,25.00,475.00,118750.00,59375.00,0.50,In-store
West Gear,1185732,11-2-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25.00,725.00,181250.00,72500.00,0.40,In-store
West Gear,1185732,11-2-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.00,375.00,93750.00,32813.00,0.35,In-store
West Gear,1185732,11-2-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,15.00,425.00,63750.00,22313.00,0.35,In-store
West Gear,1185732,11-2-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,300.00,60000.00,24000.00,0.40,In-store
West Gear,1185732,11-2-2021,West,Utah,Salt Lake City,Men's Apparel,35.00,375.00,131250.00,45938.00,0.35,In-store
West Gear,1185732,11-2-2021,West,Utah,Salt Lake City,Women's Apparel,25.00,450.00,112500.00,56250.00,0.50,In-store
West Gear,1185732,10-3-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,670.00,201000.00,80400.00,0.40,In-store
West Gear,1185732,10-3-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30.00,350.00,105000.00,36750.00,0.35,In-store
West Gear,1185732,10-3-2021,West,Utah,Salt Lake City,Women's Street Footwear,20.00,400.00,80000.00,28000.00,0.35,In-store
West Gear,1185732,10-3-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25.00,250.00,62500.00,25000.00,0.40,In-store
West Gear,1185732,10-3-2021,West,Utah,Salt Lake City,Men's Apparel,40.00,300.00,120000.00,42000.00,0.35,In-store
West Gear,1185732,10-3-2021,West,Utah,Salt Lake City,Women's Apparel,30.00,400.00,120000.00,60000.00,0.50,In-store
West Gear,1185732,11-4-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,625.00,187500.00,75000.00,0.40,In-store
West Gear,1185732,11-4-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25.00,325.00,81250.00,28438.00,0.35,In-store
West Gear,1185732,11-4-2021,West,Utah,Salt Lake City,Women's Street Footwear,15.00,325.00,48750.00,17063.00,0.35,In-store
West Gear,1185732,11-4-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,250.00,50000.00,20000.00,0.40,In-store
West Gear,1185732,11-4-2021,West,Utah,Salt Lake City,Men's Apparel,35.00,275.00,96250.00,33688.00,0.35,In-store
West Gear,1185732,11-4-2021,West,Utah,Salt Lake City,Women's Apparel,25.00,400.00,100000.00,50000.00,0.50,In-store
West Gear,1185732,12-5-2021,West,Utah,Salt Lake City,Men's Street Footwear,35.00,670.00,234500.00,93800.00,0.40,In-store
West Gear,1185732,12-5-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30.00,375.00,112500.00,39375.00,0.35,In-store
West Gear,1185732,12-5-2021,West,Utah,Salt Lake City,Women's Street Footwear,25.00,350.00,87500.00,30625.00,0.35,In-store
West Gear,1185732,12-5-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25.00,275.00,68750.00,27500.00,0.40,In-store
West Gear,1185732,12-5-2021,West,Utah,Salt Lake City,Men's Apparel,40.00,300.00,120000.00,42000.00,0.35,In-store
West Gear,1185732,12-5-2021,West,Utah,Salt Lake City,Women's Apparel,45.00,400.00,180000.00,90000.00,0.50,In-store
West Gear,1185732,11-6-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,650.00,195000.00,78000.00,0.40,In-store
West Gear,1185732,11-6-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25.00,400.00,100000.00,35000.00,0.35,In-store
West Gear,1185732,11-6-2021,West,Utah,Salt Lake City,Women's Street Footwear,20.00,425.00,85000.00,29750.00,0.35,In-store
West Gear,1185732,11-6-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,400.00,80000.00,32000.00,0.40,In-store
West Gear,1185732,11-6-2021,West,Utah,Salt Lake City,Men's Apparel,35.00,400.00,140000.00,49000.00,0.35,In-store
West Gear,1185732,11-6-2021,West,Utah,Salt Lake City,Women's Apparel,40.00,575.00,230000.00,115000.00,0.50,In-store
West Gear,1185732,10-7-2021,West,Utah,Salt Lake City,Men's Street Footwear,35.00,800.00,280000.00,112000.00,0.40,In-store
West Gear,1185732,10-7-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30.00,550.00,165000.00,57750.00,0.35,In-store
West Gear,1185732,10-7-2021,West,Utah,Salt Lake City,Women's Street Footwear,25.00,475.00,118750.00,41563.00,0.35,In-store
West Gear,1185732,10-7-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25.00,425.00,106250.00,42500.00,0.40,In-store
West Gear,1185732,10-7-2021,West,Utah,Salt Lake City,Men's Apparel,35.00,425.00,148750.00,52063.00,0.35,In-store
West Gear,1185732,10-7-2021,West,Utah,Salt Lake City,Women's Apparel,40.00,600.00,240000.00,120000.00,0.50,In-store
West Gear,1185732,11-8-2021,West,Utah,Salt Lake City,Men's Street Footwear,35.00,750.00,262500.00,105000.00,0.40,In-store
West Gear,1185732,11-8-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,35.00,525.00,183750.00,64313.00,0.35,In-store
West Gear,1185732,11-8-2021,West,Utah,Salt Lake City,Women's Street Footwear,30.00,450.00,135000.00,47250.00,0.35,In-store
West Gear,1185732,11-8-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,375.00,75000.00,30000.00,0.40,In-store
West Gear,1185732,11-8-2021,West,Utah,Salt Lake City,Men's Apparel,30.00,350.00,105000.00,36750.00,0.35,In-store
West Gear,1185732,11-8-2021,West,Utah,Salt Lake City,Women's Apparel,35.00,525.00,183750.00,91875.00,0.50,In-store
West Gear,1185732,12-9-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,650.00,195000.00,78000.00,0.40,In-store
West Gear,1185732,12-9-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25.00,450.00,112500.00,39375.00,0.35,In-store
West Gear,1185732,12-9-2021,West,Utah,Salt Lake City,Women's Street Footwear,10.00,350.00,35000.00,12250.00,0.35,In-store
West Gear,1185732,12-9-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,10.00,325.00,32500.00,13000.00,0.40,In-store
West Gear,1185732,12-9-2021,West,Utah,Salt Lake City,Men's Apparel,20.00,325.00,65000.00,22750.00,0.35,In-store
West Gear,1185732,12-9-2021,West,Utah,Salt Lake City,Women's Apparel,25.00,400.00,100000.00,50000.00,0.50,In-store
West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,575.00,172500.00,69000.00,0.40,In-store
West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20.00,400.00,80000.00,28000.00,0.35,In-store
West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Women's Street Footwear,20.00,300.00,60000.00,21000.00,0.35,In-store
West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,275.00,55000.00,22000.00,0.40,In-store
West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Men's Apparel,30.00,275.00,82500.00,28875.00,0.35,In-store
West Gear,1185732,11-10-2021,West,Utah,Salt Lake City,Women's Apparel,35.00,400.00,140000.00,70000.00,0.50,In-store
West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,550.00,165000.00,66000.00,0.40,In-store
West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20.00,400.00,80000.00,28000.00,0.35,In-store
West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Women's Street Footwear,20.00,345.00,69000.00,24150.00,0.35,In-store
West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,375.00,75000.00,30000.00,0.40,In-store
West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Men's Apparel,40.00,350.00,140000.00,49000.00,0.35,In-store
West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Women's Apparel,45.00,450.00,202500.00,101250.00,0.50,In-store
West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Men's Street Footwear,40.00,700.00,280000.00,112000.00,0.40,In-store
West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30.00,500.00,150000.00,52500.00,0.35,In-store
West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Women's Street Footwear,30.00,450.00,135000.00,47250.00,0.35,In-store
West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,30.00,400.00,120000.00,48000.00,0.40,In-store
West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Men's Apparel,40.00,400.00,160000.00,56000.00,0.35,In-store
West Gear,1185732,10-12-2021,West,Utah,Salt Lake City,Women's Apparel,45.00,500.00,225000.00,112500.00,0.50,In-store
West Gear,1128299,1-24-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,350.00,105000.00,36750.00,0.35,In-store
West Gear,1128299,1-24-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
West Gear,1128299,1-24-2021,West,Utah,Salt Lake City,Women's Street Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
West Gear,1128299,1-24-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,40.00,200.00,80000.00,28000.00,0.35,In-store
West Gear,1128299,1-24-2021,West,Utah,Salt Lake City,Men's Apparel,45.00,150.00,67500.00,27000.00,0.40,In-store
West Gear,1128299,1-24-2021,West,Utah,Salt Lake City,Women's Apparel,40.00,400.00,160000.00,48000.00,0.30,In-store
West Gear,1128299,2-24-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,450.00,135000.00,47250.00,0.35,In-store
West Gear,1128299,2-24-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
West Gear,1128299,2-24-2021,West,Utah,Salt Lake City,Women's Street Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
West Gear,1128299,2-24-2021,West,Oregon,Portland,Women's Athletic Footwear,40.00,200.00,80000.00,28000.00,0.35,In-store
West Gear,1128299,2-24-2021,West,Oregon,Portland,Men's Apparel,45.00,125.00,56250.00,22500.00,0.40,In-store
West Gear,1128299,2-24-2021,West,Oregon,Portland,Women's Apparel,40.00,325.00,130000.00,39000.00,0.30,In-store
West Gear,1128299,3-23-2021,West,Oregon,Portland,Men's Street Footwear,40.00,475.00,190000.00,66500.00,0.35,In-store
West Gear,1128299,3-23-2021,West,Oregon,Portland,Men's Athletic Footwear,50.00,325.00,162500.00,56875.00,0.35,In-store
West Gear,1128299,3-23-2021,West,Oregon,Portland,Women's Street Footwear,55.00,350.00,192500.00,67375.00,0.35,In-store
West Gear,1128299,3-23-2021,West,Oregon,Portland,Women's Athletic Footwear,50.00,250.00,125000.00,43750.00,0.35,In-store
West Gear,1128299,3-23-2021,West,Oregon,Portland,Men's Apparel,55.00,100.00,55000.00,22000.00,0.40,In-store
West Gear,1128299,3-23-2021,West,Oregon,Portland,Women's Apparel,50.00,300.00,150000.00,45000.00,0.30,In-store
West Gear,1128299,4-24-2021,West,Oregon,Portland,Men's Street Footwear,55.00,475.00,261250.00,91438.00,0.35,In-store
West Gear,1128299,4-24-2021,West,Oregon,Portland,Men's Athletic Footwear,60.00,275.00,165000.00,57750.00,0.35,In-store
West Gear,1128299,4-24-2021,West,Oregon,Portland,Women's Street Footwear,60.00,325.00,195000.00,68250.00,0.35,In-store
West Gear,1128299,4-24-2021,West,Oregon,Portland,Women's Athletic Footwear,45.00,225.00,101250.00,35438.00,0.35,In-store
West Gear,1128299,4-24-2021,West,Oregon,Portland,Men's Apparel,50.00,125.00,62500.00,25000.00,0.40,In-store
West Gear,1128299,4-24-2021,West,Oregon,Portland,Women's Apparel,65.00,300.00,195000.00,58500.00,0.30,In-store
West Gear,1128299,5-25-2021,West,Oregon,Portland,Men's Street Footwear,50.00,500.00,250000.00,87500.00,0.35,In-store
West Gear,1128299,5-25-2021,West,Oregon,Portland,Men's Athletic Footwear,55.00,350.00,192500.00,67375.00,0.35,In-store
West Gear,1128299,5-25-2021,West,Oregon,Portland,Women's Street Footwear,55.00,350.00,192500.00,67375.00,0.35,In-store
West Gear,1128299,5-25-2021,West,Oregon,Portland,Women's Athletic Footwear,50.00,275.00,137500.00,48125.00,0.35,In-store
West Gear,1128299,5-25-2021,West,Oregon,Portland,Men's Apparel,45.00,175.00,78750.00,31500.00,0.40,In-store
West Gear,1128299,5-25-2021,West,Oregon,Portland,Women's Apparel,60.00,525.00,315000.00,94500.00,0.30,In-store
West Gear,1128299,6-24-2021,West,Oregon,Portland,Men's Street Footwear,55.00,775.00,426250.00,149188.00,0.35,In-store
West Gear,1128299,6-24-2021,West,Oregon,Portland,Men's Athletic Footwear,65.00,650.00,422500.00,147875.00,0.35,In-store
West Gear,1128299,6-24-2021,West,Oregon,Portland,Women's Street Footwear,80.00,650.00,520000.00,182000.00,0.35,In-store
West Gear,1128299,6-24-2021,West,Oregon,Portland,Women's Athletic Footwear,80.00,525.00,420000.00,147000.00,0.35,In-store
West Gear,1128299,6-24-2021,West,Oregon,Portland,Men's Apparel,90.00,400.00,360000.00,144000.00,0.40,In-store
West Gear,1128299,6-24-2021,West,Oregon,Portland,Women's Apparel,105.00,700.00,735000.00,220500.00,0.30,In-store
West Gear,1128299,7-23-2021,West,Oregon,Portland,Men's Street Footwear,85.00,850.00,722500.00,252875.00,0.35,In-store
West Gear,1128299,7-23-2021,West,Oregon,Portland,Men's Athletic Footwear,90.00,700.00,630000.00,220500.00,0.35,In-store
West Gear,1128299,7-23-2021,West,Oregon,Portland,Women's Street Footwear,90.00,650.00,585000.00,204750.00,0.35,In-store
West Gear,1128299,7-23-2021,West,Oregon,Portland,Women's Athletic Footwear,85.00,550.00,467500.00,163625.00,0.35,In-store
West Gear,1128299,7-23-2021,West,Oregon,Portland,Men's Apparel,90.00,600.00,540000.00,216000.00,0.40,In-store
West Gear,1128299,7-23-2021,West,Oregon,Portland,Women's Apparel,105.00,600.00,630000.00,189000.00,0.30,In-store
West Gear,1128299,8-24-2021,West,Oregon,Portland,Men's Street Footwear,90.00,800.00,720000.00,252000.00,0.35,In-store
West Gear,1128299,8-24-2021,West,Oregon,Portland,Men's Athletic Footwear,80.00,775.00,620000.00,217000.00,0.35,In-store
West Gear,1128299,8-24-2021,West,Oregon,Portland,Women's Street Footwear,70.00,650.00,455000.00,159250.00,0.35,In-store
West Gear,1128299,8-24-2021,West,Oregon,Portland,Women's Athletic Footwear,70.00,425.00,297500.00,104125.00,0.35,In-store
West Gear,1128299,8-24-2021,West,Oregon,Portland,Men's Apparel,70.00,425.00,297500.00,119000.00,0.40,In-store
West Gear,1128299,8-24-2021,West,Oregon,Portland,Women's Apparel,75.00,250.00,187500.00,56250.00,0.30,In-store
West Gear,1128299,9-25-2021,West,Oregon,Portland,Men's Street Footwear,50.00,450.00,225000.00,78750.00,0.35,In-store
West Gear,1128299,9-25-2021,West,Oregon,Portland,Men's Athletic Footwear,55.00,450.00,247500.00,86625.00,0.35,In-store
West Gear,1128299,9-25-2021,West,Oregon,Portland,Women's Street Footwear,50.00,250.00,125000.00,43750.00,0.35,In-store
West Gear,1128299,9-25-2021,West,Oregon,Portland,Women's Athletic Footwear,50.00,200.00,100000.00,35000.00,0.35,In-store
West Gear,1128299,9-25-2021,West,Oregon,Portland,Men's Apparel,60.00,225.00,135000.00,54000.00,0.40,In-store
West Gear,1128299,9-25-2021,West,Oregon,Portland,Women's Apparel,45.00,250.00,112500.00,33750.00,0.30,In-store
West Gear,1128299,10-24-2021,West,Oregon,Portland,Men's Street Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
West Gear,1128299,10-24-2021,West,Oregon,Portland,Men's Athletic Footwear,55.00,525.00,288750.00,101063.00,0.35,In-store
West Gear,1128299,10-24-2021,West,Oregon,Portland,Women's Street Footwear,50.00,350.00,175000.00,61250.00,0.35,In-store
West Gear,1128299,10-24-2021,West,Oregon,Portland,Women's Athletic Footwear,45.00,325.00,146250.00,51188.00,0.35,In-store
West Gear,1128299,10-24-2021,West,Oregon,Portland,Men's Apparel,55.00,300.00,165000.00,66000.00,0.40,In-store
West Gear,1128299,10-24-2021,West,Oregon,Portland,Women's Apparel,60.00,350.00,210000.00,63000.00,0.30,In-store
West Gear,1128299,11-24-2021,West,Oregon,Portland,Men's Street Footwear,45.00,575.00,258750.00,90563.00,0.35,In-store
West Gear,1128299,11-24-2021,West,Oregon,Portland,Men's Athletic Footwear,50.00,650.00,325000.00,113750.00,0.35,In-store
West Gear,1128299,11-24-2021,West,Oregon,Portland,Women's Street Footwear,45.00,475.00,213750.00,74813.00,0.35,In-store
West Gear,1128299,11-24-2021,West,Oregon,Portland,Women's Athletic Footwear,55.00,450.00,247500.00,86625.00,0.35,In-store
West Gear,1128299,11-24-2021,West,Oregon,Portland,Men's Apparel,75.00,425.00,318750.00,127500.00,0.40,In-store
West Gear,1128299,11-24-2021,West,Oregon,Portland,Women's Apparel,80.00,550.00,440000.00,132000.00,0.30,In-store
West Gear,1128299,12-23-2021,West,Oregon,Portland,Men's Street Footwear,65.00,750.00,487500.00,170625.00,0.35,In-store
West Gear,1128299,12-23-2021,West,Oregon,Portland,Men's Athletic Footwear,75.00,750.00,562500.00,196875.00,0.35,In-store
West Gear,1128299,12-23-2021,West,Oregon,Portland,Women's Street Footwear,70.00,550.00,385000.00,134750.00,0.35,In-store
West Gear,1128299,12-23-2021,West,Oregon,Portland,Women's Athletic Footwear,70.00,550.00,385000.00,134750.00,0.35,In-store
West Gear,1128299,12-23-2021,West,Oregon,Portland,Men's Apparel,80.00,475.00,380000.00,152000.00,0.40,In-store
West Gear,1128299,12-23-2021,West,Oregon,Portland,Women's Apparel,85.00,575.00,488750.00,146625.00,0.30,In-store
West Gear,1128299,1-17-2021,West,Oregon,Portland,Men's Street Footwear,35.00,400.00,140000.00,56000.00,0.40,In-store
West Gear,1128299,1-17-2021,West,Oregon,Portland,Men's Athletic Footwear,45.00,400.00,180000.00,72000.00,0.40,In-store
West Gear,1128299,1-17-2021,West,Oregon,Portland,Women's Street Footwear,45.00,400.00,180000.00,72000.00,0.40,In-store
West Gear,1128299,1-17-2021,West,Oregon,Portland,Women's Athletic Footwear,45.00,250.00,112500.00,45000.00,0.40,In-store
West Gear,1128299,1-17-2021,West,Oregon,Portland,Men's Apparel,50.00,200.00,100000.00,45000.00,0.45,In-store
West Gear,1128299,1-17-2021,West,Oregon,Portland,Women's Apparel,45.00,450.00,202500.00,70875.00,0.35,In-store
West Gear,1128299,2-17-2021,West,Oregon,Portland,Men's Street Footwear,35.00,500.00,175000.00,70000.00,0.40,In-store
West Gear,1128299,2-17-2021,West,Oregon,Portland,Men's Athletic Footwear,45.00,400.00,180000.00,72000.00,0.40,In-store
West Gear,1128299,2-17-2021,West,Oregon,Portland,Women's Street Footwear,45.00,400.00,180000.00,72000.00,0.40,In-store
West Gear,1128299,2-17-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,250.00,112500.00,45000.00,0.40,In-store
West Gear,1128299,2-17-2021,South,Louisiana,New Orleans,Men's Apparel,50.00,175.00,87500.00,39375.00,0.45,In-store
West Gear,1128299,2-17-2021,South,Louisiana,New Orleans,Women's Apparel,45.00,375.00,168750.00,59063.00,0.35,In-store
West Gear,1128299,3-16-2021,South,Louisiana,New Orleans,Men's Street Footwear,45.00,525.00,236250.00,94500.00,0.40,In-store
West Gear,1128299,3-16-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,55.00,375.00,206250.00,82500.00,0.40,In-store
West Gear,1128299,3-16-2021,South,Louisiana,New Orleans,Women's Street Footwear,60.00,400.00,240000.00,96000.00,0.40,In-store
West Gear,1128299,3-16-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,55.00,300.00,165000.00,66000.00,0.40,In-store
West Gear,1128299,3-16-2021,South,Louisiana,New Orleans,Men's Apparel,60.00,150.00,90000.00,40500.00,0.45,In-store
West Gear,1128299,3-16-2021,South,Louisiana,New Orleans,Women's Apparel,45.00,350.00,157500.00,55125.00,0.35,In-store
West Gear,1128299,4-17-2021,South,Louisiana,New Orleans,Men's Street Footwear,50.00,525.00,262500.00,105000.00,0.40,In-store
West Gear,1128299,4-17-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,55.00,325.00,178750.00,71500.00,0.40,In-store
West Gear,1128299,4-17-2021,South,Louisiana,New Orleans,Women's Street Footwear,55.00,375.00,206250.00,82500.00,0.40,In-store
West Gear,1128299,4-17-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,275.00,110000.00,44000.00,0.40,In-store
West Gear,1128299,4-17-2021,South,Louisiana,New Orleans,Men's Apparel,45.00,175.00,78750.00,35438.00,0.45,In-store
West Gear,1128299,4-17-2021,South,Louisiana,New Orleans,Women's Apparel,60.00,350.00,210000.00,73500.00,0.35,In-store
West Gear,1128299,5-18-2021,South,Louisiana,New Orleans,Men's Street Footwear,45.00,550.00,247500.00,99000.00,0.40,In-store
West Gear,1128299,5-18-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,400.00,200000.00,80000.00,0.40,In-store
West Gear,1128299,5-18-2021,South,Louisiana,New Orleans,Women's Street Footwear,50.00,400.00,200000.00,80000.00,0.40,In-store
West Gear,1128299,5-18-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,325.00,146250.00,58500.00,0.40,In-store
West Gear,1128299,5-18-2021,South,Louisiana,New Orleans,Men's Apparel,40.00,225.00,90000.00,40500.00,0.45,In-store
West Gear,1128299,5-18-2021,South,Louisiana,New Orleans,Women's Apparel,65.00,575.00,373750.00,130813.00,0.35,Online
West Gear,1128299,6-17-2021,South,Louisiana,New Orleans,Men's Street Footwear,60.00,825.00,495000.00,198000.00,0.40,Online
West Gear,1128299,6-17-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,70.00,700.00,490000.00,196000.00,0.40,Online
West Gear,1128299,6-17-2021,South,Louisiana,New Orleans,Women's Street Footwear,85.00,700.00,595000.00,238000.00,0.40,Online
West Gear,1128299,6-17-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,85.00,575.00,488750.00,195500.00,0.40,Online
West Gear,1128299,6-17-2021,South,Louisiana,New Orleans,Men's Apparel,95.00,450.00,427500.00,192375.00,0.45,Online
West Gear,1128299,6-17-2021,South,Louisiana,New Orleans,Women's Apparel,110.00,750.00,825000.00,288750.00,0.35,Online
West Gear,1128299,7-16-2021,South,Louisiana,New Orleans,Men's Street Footwear,90.00,900.00,810000.00,324000.00,0.40,Online
West Gear,1128299,7-16-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,95.00,750.00,712500.00,285000.00,0.40,Online
West Gear,1128299,7-16-2021,South,Louisiana,New Orleans,Women's Street Footwear,95.00,700.00,665000.00,266000.00,0.40,Online
West Gear,1128299,7-16-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,90.00,600.00,540000.00,216000.00,0.40,Online
West Gear,1128299,7-16-2021,South,Louisiana,New Orleans,Men's Apparel,95.00,650.00,617500.00,277875.00,0.45,Online
West Gear,1128299,7-16-2021,South,Louisiana,New Orleans,Women's Apparel,110.00,650.00,715000.00,250250.00,0.35,Online
West Gear,1128299,8-17-2021,South,Louisiana,New Orleans,Men's Street Footwear,95.00,850.00,807500.00,323000.00,0.40,Online
West Gear,1128299,8-17-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,85.00,825.00,701250.00,280500.00,0.40,Online
West Gear,1128299,8-17-2021,South,Louisiana,New Orleans,Women's Street Footwear,75.00,700.00,525000.00,210000.00,0.40,Online
West Gear,1128299,8-17-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,75.00,475.00,356250.00,142500.00,0.40,Online
West Gear,1128299,8-17-2021,South,Louisiana,New Orleans,Men's Apparel,65.00,475.00,308750.00,138938.00,0.45,Online
West Gear,1128299,8-17-2021,South,Louisiana,New Orleans,Women's Apparel,70.00,300.00,210000.00,73500.00,0.35,Online
West Gear,1128299,9-18-2021,South,Louisiana,New Orleans,Men's Street Footwear,45.00,500.00,225000.00,90000.00,0.40,Online
West Gear,1128299,9-18-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,500.00,250000.00,100000.00,0.40,Online
West Gear,1128299,9-18-2021,South,Louisiana,New Orleans,Women's Street Footwear,45.00,300.00,135000.00,54000.00,0.40,Online
West Gear,1128299,9-18-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,250.00,112500.00,45000.00,0.40,Online
West Gear,1128299,9-18-2021,South,Louisiana,New Orleans,Men's Apparel,55.00,275.00,151250.00,68063.00,0.45,Online
West Gear,1128299,9-18-2021,South,Louisiana,New Orleans,Women's Apparel,40.00,300.00,120000.00,42000.00,0.35,Online
West Gear,1128299,10-17-2021,South,Louisiana,New Orleans,Men's Street Footwear,35.00,400.00,140000.00,56000.00,0.40,Online
West Gear,1128299,10-17-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,575.00,287500.00,115000.00,0.40,Online
West Gear,1128299,10-17-2021,South,Louisiana,New Orleans,Women's Street Footwear,45.00,400.00,180000.00,72000.00,0.40,Online
West Gear,1128299,10-17-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,375.00,150000.00,60000.00,0.40,Online
West Gear,1128299,10-17-2021,South,Louisiana,New Orleans,Men's Apparel,50.00,350.00,175000.00,78750.00,0.45,Online
West Gear,1128299,10-17-2021,South,Louisiana,New Orleans,Women's Apparel,55.00,400.00,220000.00,77000.00,0.35,Online
West Gear,1128299,11-17-2021,South,Louisiana,New Orleans,Men's Street Footwear,40.00,625.00,250000.00,100000.00,0.40,Online
West Gear,1128299,11-17-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,45.00,700.00,315000.00,126000.00,0.40,Online
West Gear,1128299,11-17-2021,South,Louisiana,New Orleans,Women's Street Footwear,40.00,525.00,210000.00,84000.00,0.40,Online
West Gear,1128299,11-17-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,50.00,500.00,250000.00,100000.00,0.40,Online
West Gear,1128299,11-17-2021,South,Louisiana,New Orleans,Men's Apparel,70.00,475.00,332500.00,149625.00,0.45,Online
West Gear,1128299,11-17-2021,South,Louisiana,New Orleans,Women's Apparel,85.00,600.00,510000.00,178500.00,0.35,Online
